27.5253237806591,123.453460474678,27.8111855093847,360.464703359596,27.8111855093847,40.7809666963861,23.695724070358,121.976034409235,32.4732298923164,123.453460474678,70.4782988440694,53.7921563729433,70.8433265100107,168.830528664428,71.5790633880291,16.7312894202544,57.025692311928,52.5123480545189,88.0090483347664,52.5123480545189,1410.27711644727,73.5642254459641,1417.58135296533,112.117447679214,1417.58135296533,48.2680918758369,1239.41325954359,73.5642254459641,1621.36146019207,73.5642254459641,10.0517929166748,22.6072827466029
47.3481902837159,14.3072298919376,47.5934203711227,37.4848872734271,47.3481902837159,5.39543101116667,40.341669427042,14.4805251992412,55.8594216845733,14.3072298919376,106.546218349872,50.649500109001,107.652744340607,170.875476468309,107.652744340607,14.6559195336634,85.7649148330259,49.4444610115882,134.430253502635,50.0433535386661,1432.30351425204,217.39767841846,1424.92342025472,406.584039909249,1432.30351425204,114.849925800957,1146.99928044773,214.795977377216,1779.35841561662,214.795977377216,10.0517929166748,22.6072827466029
55.2852616638515,139.248603906991,55.5716001589216,327.365327498555,55.5716001589216,58.5221484479933,50.8994212257112,139.248603906991,60.3600273221374,140.935242745391,107.652744340607,283.326751162529,112.194965219374,600.664851296678,107.098052290773,134.308832875707,100.660522106672,286.758526340597,114.537447266741,283.326751162529,1477.39374008309,97.0349317147115,1477.39374008309,207.176202981539,1477.39374008309,45.998651286199,1164.9136762344,99.3998252566514,1873.69442712039,98.2102604427533,16.9371506130674,37.9389203118528
64.8871781044932,202.247123245136,65.2232477253762,464.158883361277,64.8871781044932,89.1921837947257,60.672649508696,202.247123245136,70.1151520214405,204.696827180752,112.194965219374,1422.13615116533,111.616868900328,3186.16288170618,112.194965219374,600.664851296678,95.0999563167495,1422.13615116533,131.680930351407,1405.11677390153,1629.75896409282,188.152417995001,1638.19996111555,442.335335568032,1629.75896409282,79.0750027490908,1374.31660802638,188.152417995001,1932.68004295989,188.152417995001,16.9371506130674,37.9389203118528
118.143190960016,1547.18584573451,118.143190960016,3725.99124474393,118.143190960016,619.664851296678,100.141858214853,1510.37562192063,140.102304948585,1528.66993951542,133.048490591222,239.378404124123,133.737587529912,549.375491607789,134.430253502635,105.567299423333,121.862446765634,239.378404124123,145.261327984385,239.378404124123,1825.91728925234,175.039979947983,1825.91728925234,416.493130926741,1835.37424745408,74.4552669090218,1563.77806040801,177.160139290121,2154.14112366989,175.039979947983,30.9980012584117,69.2664413545996
0,0,0,0,0,0,0,0,0,0,134.430253502635,106.845975850074,132.362944296743,236.513649321809,134.430253502635,47.6904447463651,123.12803804357,105.567299423333,146.769926199814,105.567299423333,2024.65839071794,356.150851432174,2045.68529497024,542.800854753577,2035.14468705048,230.886581060697,1864.04002017603,351.888625415079,2245.03137312593,351.888625415079,30.9980012584117,69.2664413545996
0,0,0,0,0,0,0,0,0,0,191.999803151408,70.9545732153427,191.010504039435,158.9670772948,192.994226132028,31.2913886425398,173.153042367255,70.9545732153427,214.000591154009,70.9545732153427,0,0,0,0,0,0,0,0,0,0,57.9163474670788,121.976034409235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9163474670788,121.976034409235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0999563167495,181.477809863932
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0999563167495,181.477809863932
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.362944296743,220.030892379037
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.362944296743,220.030892379037
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.104020288938,263.581565258087
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.000591154009,276.58591834564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.090972531181,290.231868652105
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.07114258892,297.305274689618
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.730462013584,304.55107073104
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.825231937199,304.55107073104
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.47706204401,297.305274689618
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.342004162351,286.758526340597
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720.518589254555,273.275883588194
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841.300554507297,254.23114777518
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.417211690933,236.513649321809
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177.01178050951,209.685610045861
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395.78135702149,185.900708844419
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873.69442712039,142.642310877095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554.52840031066,100.603798589986
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3393.94688587205,69.2664413545996
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4603.3445165904,43.3113087562724
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6021.95057194619,27.7419672628088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11626,10
